ID,Manufacturer Details
1683,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
1684,"Pink December Fashion Pvt Ltd, 135, PRIME ESTATE, KHO NAGORIYAN, JAGATPURA, JAIPUR, Rajasthan, India, 302017"
1685,"DBS Lifestyle India Private Limited, B-107, Sector 2, Noida, Gautam buddha nagar, Uttar pradesh, 201301"
1686,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (394221)
1687,"THE DESIGN CELLARS,E-47/11, OKHLA INDUSTRIAL AREA,PHASE II, NEW DELHI 110020"
1688,"Brandstudio Lifestyle No.113,Krishna Reddy Indl.Area,7th Mile, Kudlu Gate,Hosur Main Road, Bangalore-560 068"
1689,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1690,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
1691,"Draax Fashions, B-104, Sector 6, Noida, 201301"
1692,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
1693,"Pink December Fashion Pvt Ltd, 135, PRIME ESTATE, KHO NAGORIYAN, JAGATPURA, JAIPUR, Rajasthan, India, 302017"
1694,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (394221)
1695,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1696,LUEUR VESTURES PVT LTD 385A UDYOG VIHAR PHASE 4 GURUGRAM HARYANA 122016
1697,"Stupa fashion Khasra no-1143/2,3rd floor, Lal dora village,Rithala, new delhi-110085"
1698,"Prateek Apparels Pvt Ltd (Hubli) Hubli- Nh-4 Bangalore Main Road,Varur. Vrl Complex, Hubli-581207"
1699,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1700,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (394221)
1701,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1702,JC JUMMY COUTURE HOUSE NO 139. MOLARBAND VILLAGE BADARPUR SHANI MANDIR DELHI 110044
1703,"SAANII APPARELS PRIVATE LIMITED, PLOT NO. 122, UDYOG VIHAR PHASE 1, GURGAON - 122016"
1704,"Draax Fashions, B-104, Sector 6, Noida, 201301"
1705,"FALCON APPARELS, khewat no.676/803, Mustil no. 93, kila no. 6/1/1, VPO Bhora kalan, Binola Industrial area, Pataudi, Manesar, Gurugram, Haryana, 122052"
1706,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1707,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (394221)
1708,"Cutiekins Private Limited, 3rd Floor ,A-25/1 , Phase -1, Narina Industrial Area, New Delhi, Delhi-110028"
1709,"Excel Textile, R-2/231, Raj Nagar, Ghaziabad, UP-201221"
1710,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1711,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1712,"COTLAND FASHION PVT. LTD. - A-54 SHANTI PATH, TILAK NAGAR, JAIPUR 302004 RAJ INDIA"
1713,"Summit India,C-73, Sector-58-Noida-201301"
1714,"SWARRD 28, Sector 6,Noida,NOIDA,UTTAR PRADESH,201301"
1715,"Lifestyle International Private Limited,77 Town Centre,No 3 West Wing, Off, Yamlur PO, Bengaluru, Karnataka 560037"
1716,"Kotty Lifestyle Pvt Ltd,Gb 65,Basement,2nd Floor,Bharat vihar,Lakkarpur,Faridabad,Haryana,121009"
1717,"USTAT TRADING LLP , Plot No 1 ,Saibaba Compound Vibagh-1 Udhna, Surat,Gujarat,394210"
1718,"Krislon Synthetics Private LTD. BG-120,1st floor Rajlaxmi Commercial Complex , Kalher ,Bhiwandi,Dist Thane 421306 India."
1719,"Hues Moda, R-113 B, Street No. 03, Ramesh Park, Laxminagar, New Delhi-110092"
1720,"Beena Creation TA-245/4,First Floor Tughlakabad Extn New Delhi-110019"
1721,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110038"
1722,"Shiva International Apparels, First and Second Floor, A 38/3, MAYAPURI INDUSTRIAL AREA-1, New Delhi, West Delhi, Delhi, 110064, New Delhi, Delhi, 110064"
1723,"CHUNMUN STORES PVT LTD,A-14 Lajpat Nagar New Delhi-110024"
1724,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1725,"UNAONE CREATIONS, 350, STREET-5, HARI NAGAR, GURGAON, HARYANA- 122001"
1726,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1727,"UNAONE CREATIONS, 350, STREET-5, HARI NAGAR, GURGAON, HARYANA- 122001"
1728,"FALCON APPARELS, khewat no.676/803, Mustil no. 93, kila no. 6/1/1, VPO Bhora kalan, Binola Industrial area, Pataudi, Manesar, Gurugram, Haryana, 122052"
1729,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1730,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1731,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1732,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1733,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1734,"Vajra Ventures, Sangini Textile HUB-B, kadodara road, saroli, Surat, 395010"
1735,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1736,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1737,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1738,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1739,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1740,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1741,"Dadadadeshwar family store llp no61/4 , 12 th main, 23rd cross , 3rd block jayanagar bangalore 560011"
1742,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1743,"UNAONE CREATIONS, 350, STREET-5, HARI NAGAR, GURGAON, HARYANA- 122001"
1744,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1745,"HIMANSHI ENTERPRISESGOVERDHAN NAGAR, 419-ASANGANERJaipur , RAJASTHAN - 302022"
1746,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1747,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1748,"6/18, Ganesh colony, Sanganer, Jaipur - 302029 ( RAJ )"
1749,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1750,"Romina Retail Pvt. Ltd., B-129 Basment, Malviya Nagar, Jaipur-302017"
1751,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1752,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1753,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (397221)
1754,"WEDANI LIFESTYLE, 7014, RAJ TEXTILE WORLD, GODADARA ROAD, SURAT-395010"
1755,"Romina Retail Pvt. Ltd., B-129 Basment, Malviya Nagar, Jaipur-302017"
1756,"UNAONE CREATIONS, 350, STREET-5, HARI NAGAR, GURGAON, HARYANA- 122001"
1757,"RAJA FASHION , VANI VIHAR , NEW DELHI-110059"
1758,"Kiara for her Clothing Private Limited and Building No. 1510, Upper Ground Floor, Bhishma Pitamah Marg, South Extension Part-1, New Delhi-110003"
1759,"Wakai Fashion,Ozone Residenza, Unit No. 20, Harlur Banglore, Karnatka-560102"
1760,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
1761,"Draax Fashions, B-104, Sector 6, Noida, 201301"
1762,"Mokksha Designs,169, ,SIDCO Plot North, Ambattur Industrial Estate,Chennai,TAMILNADU-600098"
1763,"Excel Textile, R-2/231, Raj Nagar, Ghaziabad, UP-201221"
1764,"Ambaji Tex Fab, 5003, kuberji empire, behind bharat cancer hospital, surat, Surat, Gujarat, 395010"
1765,"QOMN Apparels, 4th Floor Manglam Plaza RIICO industrial Area Mansarovar Jaipur-302020"
1766,"M/S BK Garments, B-18, Sec57 Noida, UP-201301"
1767,"Krislon Synthetics Private LTD. BG-120,1st floor Rajlaxmi Commercial Complex , Kalher ,Bhiwandi,Dist Thane 421306 India."
1768,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1769,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1770,"Pink December Fashion Pvt Ltd, 135, PRIME ESTATE, KHO NAGORIYAN, JAGATPURA, JAIPUR, Rajasthan, India, 302017"
1771,Dream Beauty Fashion/ New Bamroli Road Near Devki Nandan School Pandesara Surat (394221)
1772,LUEUR VESTURES PVT LTD 385A UDYOG VIHAR PHASE 4 GURUGRAM HARYANA 122016
1773,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1774,"T International, 182 Udyog Vihar Phase 1, Gurugram, Haryana, 122016"
1775,"Apex Apparels, Plot No 562, Pace city-2 Sector-37 Gurgaon 122001 Haryana"
1776,"COTLAND FASHION PVT. LTD. - A-54 SHANTI PATH, TILAK NAGAR, JAIPUR 302004 RAJ INDIA"
1777,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1778,"P Inspiration, 1st floor, Shree Kunj Apartment. 6 Alipore Avenue. Kolkata-700027"
1779,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1780,"HARPA RETAIL PRIVATE LIMITED, 45-48, 1st Floor, DSIDC Sheds, Okhla Ind. Area, Phase II, SchemeIII, New Delhi 110020"
1781,"SAANII APPARELS PRIVATE LIMITED, PLOT NO. 122, UDYOG VIHAR PHASE 1, GURGAON - 122016"
1782,LUEUR VESTURES PVT LTD 385A UDYOG VIHAR PHASE 4 GURUGRAM HARYANA 122016
1783,"Winza Designer, E-3521, New Bombay Market, Umarwada,Surat 395010 GJ"
1784,"Winza Designer,Udhna,Surat,Gujrat.394210"
1785,"Excel Textile, Khasra No. 502/2, Opp Plot no. 65, Khandsa Village, Sec-37, Gurgaon, Haryana, 122001"
1786,"Hues Moda, R-113 B, Street No. 03, Ramesh Park, Laxminagar, New Delhi-110092"
1787,"Kotty Lifestyle Pvt Ltd,Gb 65,Basement,2nd Floor,Bharat vihar,Lakkarpur,Faridabad,Haryana,121009"
1788,"Apex Appales, Plot no 562, pace city-2 sector-37 gurgaon 122004 Haryana"
1789,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1790,"FABLE STREET LIFESTYLE SOLUTIONS PRIVATE LIMITED Plot no 362, Udyog Vihar, Phase-2, Gurgaon, Gurgaon, Haryana, 122016"
1791,"FALCON APPARELS, khewat no.676/803, Mustil no. 93, kila no. 6/1/1, VPO Bhora kalan, Binola Industrial area, Pataudi, Manesar, Gurugram, Haryana, 122052"
1792,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1793,"Jaiyam Industris LLP, plot no 2 industrial area near toll barrier brotiwala baddi, Baddi, Himachal pradesh, 174103"
1794,"Aditya Birla Fashion and Retail Limited,Divyashree Technopolis, Ground floor,KH No: 118/110/1, Building 2,Yemalur Post, Off HAL Airport Road,Bangalore-560037"
1795,LUEUR VESTURES PVT LTD 385A UDYOG VIHAR PHASE 4 GURUGRAM HARYANA 122016
1796,"Mayffei Lifestyle Private Limited, Plot No 561, Pace City-2 Sector-37 Gurgaon 122004 Haryana"
1797,"Bewakoof Brands Pvt Ltd, Sairaj logistic hub #A5,BMC pipeline road, Opposite all saints high school, Amane, Bhiwandi, Thane, Maharashtra 421302"
1798,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
1799,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1800,"DOEL WORLDWIDE SUPPLIERS PRIVATE LIMITED, B--23/229, Industrial Area-A, Suffian Bagh Chowk, Ludhiana, Ludhiana, Punjab, 141008"
1801,"Kautam Knits,No 60/3Radhakrishnan Streetnear Ramakrishna Schoolammapalayam,Tirupur,Tamil Nadu,India-641652"
1802,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1803,"Paragon Apparel Pvt. Ltd.,D71/72, Hosiery Complex,,Noida,201305,IN"
1804,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1805,"Carnation Creations Private Limited,376/1 Narasimhanaickenpalayam,,Coimbatore,641031,IN"
1806,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1807,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
1808,"Go Go International Pvt Ltd,No.5/6, KHB Industrial Area,,Bangalore,560064,IN"
1809,"Kautam Knits,No 60/3Radhakrishnan Streetnear Ramakrishna Schoolammapalayam,Tirupur,Tamil Nadu,India-641652"
1810,"Go Go International Pvt Ltd,No.5/6, KHB Industrial Area,,Bangalore,560064,IN"
1811,"Letshandcraft, 402, sapphire 2, Somdatt landmark, Sector 116, Mohali, Punjab, 140301"
1812,"Cultgear Private LimitedNo.1090/A, Sector 3, HSR Layout, Bangalore, Bengaluru(Bangalore) Urban, Karnataka, Pincode: 560102"
1813,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
1814,"Go Go International Pvt Ltd,No.5/6, KHB Industrial Area,,Bangalore,560064,IN"
1815,"MAITRI KNITWEAR, BEHIND HP GAS AGENCIES, VILL-BAJRA, RAHON ROAD, LUDHIANA, , Punjab, India, 141007, Ludhiana, Punjab, 141007"
1816,"SHIV SUNDARAM,Khasra No-72-73, ,Jujhar Singh Nagar Gehlewal Taraf,Ludhiana,PUNJAB-141007"
1817,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1818,"Bewakoof Brands Pvt Ltd, Sairaj logistic hub #A5,BMC pipeline road, Opposite all saints high school, Amane, Bhiwandi, Thane, Maharashtra 421302"
1819,"Lifestyle International Private Limited,77 Town Centre,No 3 West Wing, Off, Yamlur PO, Bengaluru, Karnataka 560037"
1820,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1821,"Sunrise Creations, 2/17D Semmandampalayam, Mudalipalayam Village, Tirupur - 641606, Ph : 9842187654, Email : sunrisecreations03@gmail.com"
1822,"Survey No - 3/4,5,6,7,Vadivel Garden,Kasipalayam,Vijayapuram Post,Tirupur - 641606."
1823,"Lifestyle International Private Limited,77 Town Centre,No 3 West Wing, Off, Yamlur PO, Bengaluru, Karnataka 560037"
1824,"Carnation Creations Private Limited,376/1 Narasimhanaickenpalayam,,Coimbatore,641031,IN"
1825,"SUDITI INDUSTRIES LTD,SUDITI INDUSTRIES LTD. ,RETAIL DIVISION C-253/254, MIDC, TTC AREA,TURBHE,PAWANE VILLAGE,.,Mumbai,Maharashtra,400705"
1826,"Elcinco Inc, #17 Amarjothi Sathymoorthy Nagar, 1st Street, Kangeyam Road, Tirupur - 641604"
1827,"HANDA CLOTHING INC. AND 77, BAL SINGH NAGAR, STREET NO.11, LUDHIANA, PUNJAB-141008"
1828,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
1829,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1830,"Kautam Knits,No 60/3Radhakrishnan Streetnear Ramakrishna Schoolammapalayam,Tirupur,Tamil Nadu,India-641652"
1831,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1832,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1833,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1834,"KTT Exports, SF No 90. East Garden, Sollipalayam, Tirupur - 641652"
1835,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
1836,"Kautam Knits,No 60/3Radhakrishnan Streetnear Ramakrishna Schoolammapalayam,Tirupur,Tamil Nadu,India-641652"
1837,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1838,"Deluxe Fabrics(I)Ltd., Chandigarh Rd, Bholapur, Ludhiana, Punjab-141015"
1839,"MAITRI KNITWEAR, BEHIND HP GAS AGENCIES, VILL-BAJRA, RAHON ROAD, LUDHIANA, , Punjab, India, 141007, Ludhiana, Punjab, 141007"
1840,"SANYOG INTERNATIONAL, PLOT NO 52 AMRIT COLONY OPP DAIRY COMPLEX HABOWAL, Ludhiana, Punjab, 141001"
1841,"POPPYS APPARELS, 35(3),35(4),35(5), Tirupur, Tamilnadu, 641602"
1842,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1843,"Sunrise Creations, 2/17D Semmandampalayam, Mudalipalayam Village, Tirupur - 641606, Ph : 9842187654, Email : sunrisecreations03@gmail.com"
1844,"Survey No - 3/4,5,6,7,Vadivel Garden,Kasipalayam,Vijayapuram Post,Tirupur - 641606."
1845,"Lifestyle International Private Limited,77 Town Centre,No 3 West Wing, Off, Yamlur PO, Bengaluru, Karnataka 560037"
1846,"SUDITI INDUSTRIES LTD,SUDITI INDUSTRIES LTD. ,RETAIL DIVISION C-253/254, MIDC, TTC AREA,TURBHE,PAWANE VILLAGE,.,Mumbai,Maharashtra,400705"
1847,"Elcinco Inc, #17 Amarjothi Sathymoorthy Nagar, 1st Street, Kangeyam Road, Tirupur - 641604"
1848,"KAY VENTURES PRIVATE LIMITED, 9/2a, Admin Block ,Karur Textile Park Limited,Madurai Bye pass Road, Karur, Tamilnadu, 639003"
1849,"QUANTUM KNITS-3 (A UNIT OF KPR MILL LIMITED), 460 AVINASHI MAIN ROAD,,THEKKALUR,641654,TIRUPPUR"
1850,"POPPYS APPARELS, 35(3),35(4),35(5), Tirupur, Tamilnadu, 641602"
1851,"Ashwaruthi Apparels,41, S.S Nagar Extension, K.P.N Garden, Thiruneelakandapuram, Tirupur, Tiruppur, Tamil Nadu, 641607"
1852,"Aero Armour, 7, DL Khan Road, Bhowanipore, Kolkata 700027"
1853,75C DLF Faridabad Haryana 121003
1854,"Patiala House,B-4029,RRTM Building Behind Bharat Cancer Hospital,Saroli-Surat-395010"
1855,"Aero Armour, 7, DL Khan Road, Bhowanipore, Kolkata 700027"
1856,"Ashwaruthi Apparels,41, S.S Nagar Extension, K.P.N Garden, Thiruneelakandapuram, Tirupur, Tiruppur, Tamil Nadu, 641607"
1857,"KAY VENTURES PRIVATE LIMITED, 9/2a, Admin Block ,Karur Textile Park Limited,Madurai Bye pass Road, Karur, Tamilnadu, 639003"
1858,"SHIV SUNDARAM,Khasra No-72-73, ,Jujhar Singh Nagar Gehlewal Taraf,Ludhiana,PUNJAB-141007"
1859,"Luckshmi Knits Pvt Ltd - FILMODE - 188 SLS, R S Puram, Coimbatore-641002"
1860,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1861,Av universal traderz 102 pandit mohalla chilla village delhi - 110091
1862,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1863,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1864,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1865,"B-363 sector 92 noida, 201304"
1866,"B-363 sector 92 noida, 201304"
1867,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1868,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1869,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1870,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1871,"My Swag Hub, Faridabad, Haryana-121003"
1872,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1873,"PENTAGON CLOTHING COMPANY, 70B, JOTHIPURAM 1 st STREET, Tirupur, Tamilnadu, 641602"
1874,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1875,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1876,"PROSOURCE FASHION AND LIFESTYLES PVT LTD, 734 Sector 42, Gurgaon, Haryana, 122009"
1877,"22 C 23-3, East Gandhipuram, B.Komarapalayam, 638183"
1878,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1879,"My Swag Hub, Faridabad, Haryana-121003"
1880,"My Swag Hub, Faridabad, Haryana-121003"
1881,"My Swag Hub, Faridabad, Haryana-121003"
1882,"Name -Fashionrack, Shanta estate,1st floor,Navghar,vasai Rd,opposite to MSEB colony,vasai East,vasai-virar,Mumbai-401208"
1883,"TANPRI TRENDSETTERS PRIVATE LIMITED B-86, Block B, Sector 60, Noida,Gautam buddha nagar,UTTAR PRADESH - 201301"
1884,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1885,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1886,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1887,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1888,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1889,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1890,"My Swag Hub, Faridabad, Haryana-121003"
1891,"My Swag Hub, Faridabad, Haryana-121003"
1892,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1893,"TECHNO SPORTSWEAR PVT LTD, Techno Sportswear Pvt Ltd, SF 102 A, Kasipalayam Main Rd, Vijayapuram Post, Nallur, Tirupur-641606"
1894,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1895,"My Swag Hub, Faridabad, Haryana-121003"
1896,ARMOUR TEXTILES - NO 11 PARAPPALAYAM MANGALAM ROAD TIRUPUR - 641604
1897,Av universal traderz 102 pandit mohalla chilla village delhi - 110091
1898,"Tedhi Medhi Family, D 296 Sarvodaya Enclave, Delhi-110017"
1899,Av universal traderz 102 pandit mohalla chilla village delhi - 110091
1900,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1901,"Bodyglove Apparel India,No.21, Muthusamy 6th Cross Street, College Road, Tiruppur- 641602, Ph: 93603 57672"
1902,"Sunrise Creations, 2/17D Semmandampalayam, Mudalipalayam Village, Tirupur - 641606, Ph : 9842187654, Email : sunrisecreations03@gmail.com"
1903,"Survey No - 3/4,5,6,7,Vadivel Garden,Kasipalayam,Vijayapuram Post,Tirupur - 641606."
1904,"Ashwaruthi Apparels,41, S.S Nagar Extension, K.P.N Garden, Thiruneelakandapuram, Tirupur, Tiruppur, Tamil Nadu, 641607"
1905,"Fairway Fashions,No 18, AVM Layout, Sumundipuram, South Gandhi Nagar Post, Tirupur, Tamil Nadu - 641603"
1906,"COLOR CAPITAL, First floor, Gowdown no. 29/6, 29/7, 32/3 & 32/4 PanchwatiGate no. 2, Near Apollo DB Pride, Dewas Naka AB Road, Talawali Chanda, Indore - 452010"
1907,"SHAKTHI KNITTING PRIVATE LIMITED, Survey N0 360/1 A1, Door No 4/677,SHAKTHI CENTRE, NOCHIPALAYAM ROAD,,641605,TIRUPUR"
1908,"C- 82 second floor mayapuri industrial area phase 2 ,110064"
1909,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110037"
1910,"ARVIND LIMITED (JEANS DIVISION),26/2, 27/2, Kenchanahalli,,Bangalore,560059,IN"
1911,"WONDERBLUES APPARELS PVT LTD,NO.48,1,2,3, MYLASANDRA,MYSORE ROAD,KENGERI.,Bengaluru, Karnataka,560059"
1912,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110037"
1913,Aadvi fashion gandhi nagar delhi 110031
1914,"ARVIND LIMITED (JEANS DIVISION),26/2, 27/2, Kenchanahalli,,Bangalore,560059,IN"
1915,"Brand Studio Lifestyle Pvt Ltd Sy#330/B,324,331,331/B,331 1& 334/1Marasur Village Kasaba Hobli Anekal Taluk Bangalore 562106"
1916,"Bespoke Clothing, No.347; 1st Floor, 13A Main, A Sector, Yelahanka New Town, Bengaluru-560064, Karnataka"
1917,"Shell Apparels Pvt Ltd.,,10/14 - 10/16, G T Industrial,Bangalore,560091,IN"
1918,"Kotty Lifestyle Pvt Ltd, Gb-65,Bharat Vihar,Lakkarpur, Faridabad,Haryana,121009"
1919,"C- 82 second floor mayapuri industrial area phase 2 ,110064"
1920,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110037"
1921,"WONDERBLUES APPARELS PVT LTD,NO.48,1,2,3, MYLASANDRA,MYSORE ROAD,KENGERI.,Bengaluru, Karnataka,560059"
1922,"Falcon Apparels, Plot in KH No. 37/19,20,22, MIN Ground Floor, Kapashera, New Delhi110037"
1923,Aadvi fashion gandhi nagar delhi 110031
1924,"Brand Studio Lifestyle Pvt Ltd Sy#330/B,324,331,331/B,331 1& 334/1Marasur Village Kasaba Hobli Anekal Taluk Bangalore 562106"
1925,"Bespoke Clothing, No.347; 1st Floor, 13A Main, A Sector, Yelahanka New Town, Bengaluru-560064, Karnataka"
1926,"FALCON APPARELS, khewat no.676/803, Mustil no. 93, kila no. 6/1/1, VPO Bhora kalan, Binola Industrial area, Pataudi, Manesar, Gurugram, Haryana, 122052"
