M_ID,Name,City,State,Manufacturer Name,Is Fair Wages,Reason for Unfair Wages,Working Hours,Timings,Is Worker Safe,Reason for Lack of Worker Safety,No Child Labor,Reason for Child Labor,Is Worker Satisfied,Reason for Low Worker Satisfaction,Certifications Received,Certification Names,Reason for No Certifications,Years Since Establishment,Ethical Score (1-10),Ethical Rating,Audit
1435,Fatehpur Textile Alliance,Fatehpur,Uttar Pradesh,Fatehpur Textile Alliance,FALSE,Below subsistence levels for tailors,9,9 AM - 6 PM,FALSE,Dye units lack ventilation,TRUE,,FALSE,Fatigue and low morale,0,,Unregulated subcontracting,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1436,Firozabad Apparel Ventures,Firozabad,Uttar Pradesh,Firozabad Apparel Ventures,FALSE,"Glasswork overlaps, child labor risk",9,9 AM - 6 PM,FALSE,"Chemical exposure, heat risk",FALSE,Children support home units,FALSE,"Health risks, lack of freedom",0,,"Home units dominate, impossible to regulate",12,3.2,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
1437,Frost Clothings,Noida,Uttar Pradesh,Frost Clothings,FALSE,Contractual pay not matching industry norms,9,10 AM - 7 PM,FALSE,Inadequate lighting and ventilation,TRUE,,FALSE,Contractual instability,0,,Reliance on contract-based models,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1438,Galaxy Garments Pvt Ltd,Noida,Uttar Pradesh,Galaxy Garments Pvt Ltd (Ludhiana),FALSE,Knitwear sector has underpayment trends,10,9 AM - 7 PM,FALSE,Old buildings and electrical issues,FALSE,Migrant child labor in home setups,FALSE,"Irregular payment cycles, few benefits",0,,Small knitwear unit,0,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
1439,Ghaziabad Apparel Makers,Ghaziabad,Uttar Pradesh,Ghaziabad Apparel Makers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"Fair Trade, GOTS",,6,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade', 'GOTS'] - Score: 25 | Ethical Longevity 5-9 years - 5"
1440,Ghaziabad Fabric Group,Ghaziabad,Uttar Pradesh,Ghaziabad Fabric Group,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, SA8000",,16,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'SA8000'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1441,Ghazipur Fabric Creations,Ghazipur,Uttar Pradesh,Ghazipur Fabric Creations,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, Fair Trade",,14,9.9,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10"
1442,Gonda Garment Solutions,Gonda,Uttar Pradesh,Gonda Garment Solutions,FALSE,Wages lower than market average,9,9 AM - 6 PM,FALSE,No safety audits conducted,TRUE,,FALSE,Workers not involved in decisions,0,,Not part of compliance networks,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1443,Gorakhpur Apparel Network,Gorakhpur,Uttar Pradesh,Gorakhpur Apparel Network,FALSE,"Wage cuts, unpaid overtime",9,9 AM - 6 PM,FALSE,"High-density setups, risk of electrical hazards",FALSE,Minor help in loom-related work,FALSE,Unsafe and poorly ventilated spaces,0,,Not part of ethical sourcing network,10,3.2,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
1444,Hardoi Garment Systems,Hardoi,Uttar Pradesh,Hardoi Garment Systems,FALSE,Pay cuts during non-peak months,9,9 AM - 6 PM,FALSE,"Fire safety ignored, loose wiring",TRUE,,FALSE,Lack of any employment benefits,0,,Limited knowledge of standards,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1445,Hathras Textile Partners,Hathras,Uttar Pradesh,Hathras Textile Partners,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, ISO 45001",,12,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'ISO 45001'] - Score: 23 | Ethical Longevity >= 10 years - 10"
1446,INZEX TEXTILE PRIVATE LIMITED,Noida,Uttar Pradesh,INZEX TEXTILE PRIVATE LIMITED,FALSE,Poor hourly rates for women workers,10,10 AM - 8 PM,FALSE,No fire safety equipment,TRUE,,FALSE,No HR policies in place,0,,Very recent entrant in market,2,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1447,Jaunpur Apparel Hub,Jaunpur,Uttar Pradesh,Jaunpur Apparel Hub,FALSE,Informal payment practices,9,9 AM - 6 PM,FALSE,"Old infrastructure, exposed wiring",TRUE,,FALSE,"No training, no performance feedback",0,,"Low regulation, no interest in formal certification",6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1448,Jaypee Spintex Pvt Ltd,Noida,Uttar Pradesh,Jaypee Spintex Pvt Ltd,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,11,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1449,Jhansi Fabric Systems,Jhansi,Uttar Pradesh,Jhansi Fabric Systems,FALSE,Low pay for apprentices and trainees,9,9 AM - 6 PM,FALSE,"No fire exits, no drills",FALSE,Potential among helpers,FALSE,Lack of rest and recreation spaces,0,,No export or buyer certification requirement,5,3.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1450,Kannauj Garment Systems,Kannauj,Uttar Pradesh,Kannauj Garment Systems,FALSE,"Seasonal wage variation, underpayment",9,9 AM - 6 PM,FALSE,Unsafe boilers in dye houses,TRUE,,FALSE,Poor workplace hygiene,0,,Certification processes not initiated,5,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1451,Kanpur Apparel Mills,Kanpur,Uttar Pradesh,Kanpur Apparel Mills,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,4,"OEKO-TEX, GOTS, SA8000, Fair Trade",,25,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS', 'SA8000', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1452,Kanpur Textile Exports,Kanpur,Uttar Pradesh,Kanpur Textile Exports,FALSE,"Inconsistent pay, especially in peak seasons",10,9 AM - 7 PM,FALSE,"Poor ventilation, no emergency protocols",FALSE,Widespread use in informal sector,FALSE,Child labor and poor pay,0,,Lack of enforcement and oversight,15,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
1453,KARTIK FASHION,Noida,Uttar Pradesh,KARTIK FASHION (Noida),FALSE,Export hub pressures lead to wage suppression,10,9 AM - 7 PM,FALSE,Overcrowded workshops and outdated fire safety,FALSE,Local subcontracting common in embroidery,FALSE,"Long hours, high pressure, minimal benefits",0,,Likely informal setup or lacks compliance audits,0,3.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
1454,Kasganj Clothing Line,Kasganj,Uttar Pradesh,Kasganj Clothing Line,FALSE,Wages delayed and not transparent,9,9 AM - 6 PM,FALSE,No emergency protocols,TRUE,,FALSE,"Irregular pay, no benefits",0,,Non-compliance,4,3.2,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1455,Kavita Women Wear Private Limited,Noida,Uttar Pradesh,Kavita Women Wear Private Limited,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,5,9.3,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity 5-9 years - 5
1456,Kavita Women Wear Private Limited,Noida,Uttar Pradesh,Kavita Women Wear Private Limited,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,5,9.3,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity 5-9 years - 5
1457,Kavita women wear Pvt Ltd,Noida,Uttar Pradesh,Kavita women wear Pvt Ltd,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,5,9.3,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity 5-9 years - 5
1458,Kiari,Noida,Uttar Pradesh,Kiari,TRUE,,9,10 AM - 7 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,7,8.9,Excellent,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5
1459,Kidashion Enterprises,Ghaziabad,Uttar Pradesh,Kidashion Enterprises,FALSE,Low wages in stitching unit,10,9 AM - 7 PM,FALSE,"Obsolete machines, no training",TRUE,,FALSE,"High rejection rate, stress",0,,"Small business, uncertified",2,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1460,Kushinagar Fabric Collective,Kushinagar,Uttar Pradesh,Kushinagar Fabric Collective,FALSE,Disparity in wages across gender,9,9 AM - 6 PM,FALSE,No evacuation plan,TRUE,,FALSE,Gender discrimination and low pay,0,,Informal wage system,5,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1461,Lakhimpur Kheri Fabric Creations,Lakhimpur Kheri,Uttar Pradesh,Lakhimpur Kheri Fabric Creations,FALSE,Weaving labor underpaid,9,9 AM - 6 PM,FALSE,"No emergency kits, unsafe exits",FALSE,"Low enforcement, family labor norms",FALSE,"Harsh, outdated working style",0,,"Traditional system, lacks formalization",15,4.6,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
1462,Latest Chikan Garments,Lucknow,Uttar Pradesh,Latest Chikan Garments,FALSE,Traditional sector; piece-rate system,9,10 AM - 7 PM,FALSE,Lack of emergency exits,FALSE,Unmonitored home-based workers,FALSE,No benefits or support systems,0,,"Informal sector, lacks registration",15,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - High Penalty: 0 | Ethical Longevity >= 10 years - 10
1463,Libas impex,Noida,Uttar Pradesh,Libas impex,FALSE,Wage floor not maintained,9,9 AM - 6 PM,FALSE,Absence of safety officers,TRUE,,FALSE,Worker burnout,0,,Audit pending,4,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1464,Lucknow Apparel Works,Lucknow,Uttar Pradesh,Lucknow Apparel Works,FALSE,Low wages for embroidery artisans,10,9 AM - 7 PM,FALSE,"Narrow, unsafe work areas",FALSE,High demand for cheap skilled labor,FALSE,No protections or formal employment,0,,"Predominantly home-based, hard to certify",18,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity >= 10 years - 10
1465,Lucknow Textile Hub,Lucknow,Uttar Pradesh,Lucknow Textile Hub,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,4,"OEKO-TEX, GOTS, ISO 9001",,20,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS', 'ISO 9001'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1466,MADHAV IMPEX INDIA,LONI,Uttar Pradesh,MADHAV IMPEX INDIA,FALSE,Below minimum wage for contract labor,10,10 AM - 8 PM,FALSE,Unsafe units operated remotely,FALSE,Informal sector employment,FALSE,Frequent injuries and turnover,0,,Works with informal vendors,6,2.9,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1467,Madhav Impex India,Loni,Uttar Pradesh,Madhav Impex India,FALSE,Below average pay across departments,10,10 AM - 8 PM,FALSE,Lack of audit and monitoring,FALSE,Contract work with minors,FALSE,Unsafe and inconsistent work culture,0,,Informal operations,6,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1468,Maharajganj Garment Group,Maharajganj,Uttar Pradesh,Maharajganj Garment Group,FALSE,Below statutory wage level,10,9 AM - 7 PM,FALSE,Outdated fire safety system,TRUE,,FALSE,Unhygienic workspaces,0,,Lacks investment in compliance,7,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1469,Mathura Textile Collective,Mathura,Uttar Pradesh,Mathura Textile Collective,FALSE,Low wages in dyeing units,9,9 AM - 6 PM,FALSE,"Unsafe dye storage, fumes",FALSE,Dye houses often have minors,FALSE,Exposure to harmful substances,0,,Traditional setup not included in certification,8,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1470,Mau Garment Systems,Mau,Uttar Pradesh,Mau Garment Systems,FALSE,"Delayed payments, no written contracts",9,9 AM - 6 PM,FALSE,"No fire extinguishers, dim lighting",FALSE,Family child labor in local production,FALSE,Disrespectful environment,0,,No regulatory enforcement,6,3.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1471,Meerut Garment Hub,Meerut,Uttar Pradesh,Meerut Garment Hub,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, GOTS",,17,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1472,Meerut Textile Hub,Meerut,Uttar Pradesh,Meerut Textile Hub,FALSE,"Seasonal fluctuation, unpaid overtime",9,9 AM - 6 PM,FALSE,Unsafe looms and machinery,TRUE,,FALSE,No medical care or safety net,0,,No government pressure or buyer demand,20,4,Needs Improvement,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
1473,Messianic Clothing Pvt. Ltd.,Noida,Uttar Pradesh,Messianic Clothing Pvt. Ltd.,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, ISO 14001",,6,9.3,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'ISO 14001'] - Score: 23 | Ethical Longevity 5-9 years - 5"
1474,Mint Fashion Pvt Ltd,Greater Noida,Uttar Pradesh,Mint Fashion Pvt Ltd,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, ISO 14001",,6,9.3,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'ISO 14001'] - Score: 23 | Ethical Longevity 5-9 years - 5"
1475,Mirzapur Textile Trends,Mirzapur,Uttar Pradesh,Mirzapur Textile Trends,FALSE,Wage suppression in weaving units,9,9 AM - 6 PM,FALSE,"Dust-heavy environment, no masks provided",FALSE,Family-based carpet work,FALSE,"Repetitive strain, no rest areas",0,,"Traditional setup, no buyer demand",15,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
1476,Moradabad Apparel Company,Moradabad,Uttar Pradesh,Moradabad Apparel Company,FALSE,No minimum wage enforcement,9,9 AM - 6 PM,FALSE,Fire safety violations,TRUE,,FALSE,Lack of worker voice,0,,Poor monitoring mechanisms,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1477,Moradabad Textile Partners,Moradabad,Uttar Pradesh,Moradabad Textile Partners,FALSE,Below minimum wage,9,9 AM - 6 PM,FALSE,Machinery-related injuries common,FALSE,Informal recruiting of minors,FALSE,"Unsafe conditions, lack of feedback channels",0,,No formal documentation or SOPs,9,3.4,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1478,Muzaffarnagar Clothing Co.,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar Clothing Co.,FALSE,Lower than living wage,9,9 AM - 6 PM,FALSE,Absence of emergency exits,FALSE,Hidden in contract-based systems,FALSE,Exhaustion from overtime,0,,Insufficient organizational structure,7,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1479,Noida Fabric Company,Noida,Uttar Pradesh,Noida Fabric Company,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,4,"GOTS, OEKO-TEX, Fair Trade",,18,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1480,Noida Garment Solutions,Noida,Uttar Pradesh,Noida Garment Solutions,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, OEKO-TEX, SA8000",,12,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX', 'SA8000'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1481,Pilibhit Garment Solutions,Pilibhit,Uttar Pradesh,Pilibhit Garment Solutions,FALSE,Wages below industry average,10,8 AM - 6 PM,FALSE,Unsafe machinery,TRUE,,FALSE,"Low wages, stress from unsafe conditions",0,,"Small-scale, no oversight",5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1482,Popnetic Fashions,Noida,Uttar Pradesh,Popnetic Fashions (Delhi),FALSE,Small private company; wage data not publicly available,9,9 AM - 6 PM,FALSE,Likely lacks formal safety protocols,FALSE,Small enterprises in Delhi have higher child labor risks,FALSE,Informal structure may lead to dissatisfaction,0,,Limited public information,9,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1483,Pratapgarh Garment Group,Pratapgarh,Uttar Pradesh,Pratapgarh Garment Group,FALSE,Piece-rate work leads to low earnings,9,9 AM - 6 PM,FALSE,"No safety drills, blocked fire exits",TRUE,,FALSE,"High stress, lack of job security",0,,No buyer auditing or export activity,7,3.7,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
